Customer_ID,Full_Name,Gender,Age,State,Customer_Since,Marital_Status,Employment_Status,Monthly_Income,Plan_Type,Internet_Type,Monthly_Data_Usage_GB,Monthly_Call_Minutes,SMS_Usage,Streaming_Hours,Roaming_Usage,Add_On_Subscription,Monthly_Bill,Outstanding_Balance,Payment_Method,Payment_Status,Late_Payment_Count,Discount_Applied,Support_Tickets,Average_Resolution_Time,Complaint_Category,Customer_Satisfaction,NPS_Score,Mobile_App_Login_Last30Days,Website_Visits,Referral_Count,Promotion_Clicked,Email_Open_Rate,Contract_Type,Tenure_Months,Estimated_CLV,Risk_Score,Customer_Segment,Churn
CUST-101642,Yemi Nwagbara,Female,59,Ekiti,2015-11-29,Divorced,Student,78822.0,Basic,5G,22.2,452,374,50.5,No,Music,3049.0,3757.0,Card,Late,10,Yes,4,20.1,Network,10.0,-17,1,6,0,No,0.625,Annual,114.0,30429.0,24,High Value,No
CUST-102802,Bukola Ogbonna,Unknown,44,Nasarawa,2016-07-18,Married,Unknown,187163.0,Basic,4G,15.5,844,170,37.5,No,"Family Pack, Gaming",2680.0,205367.0,Ussd,Overdue,2,No,13,14.5,Network,8.7,43,47,22,0,No,0.498,Monthly,106.0,25005.0,38,At Risk,Yes
CUST-104411,Biodun Oyelade,Unknown,37,Kebbi,2022-11-24,Widowed,Retired,93358.0,Premium,4G,183.3,1700,216,46.6,No,Family Pack,9625.0,119288.0,Ussd,Overdue,2,Yes,17,2.7,Slow Internet,6.4,-49,25,15,0,No,0.69,Monthly,30.0,67572.0,43,Premium,No
CUST-101687,Layo Nwosi,Male,64,Osun,2017-09-09,Widowed,Unknown,119347.5,Legacy,Satellite,154.6,362,87,75.6,Yes,"Family Pack, Sports",4034.0,4398.0,Cash,Overdue,13,No,15,52.1,Slow Internet,9.4,32,12,0,0,No,0.28,Annual,93.0,41021.0,42,New,No
CUST-103128,Joy Chukwudi,Male,74,Edo,2024-06-08,Divorced,Contract,393399.0,Basic,Dsl,0.0,1543,213,0.0,No,"Cloud, Sports",2486.0,3660.0,Cash,Partial,15,Yes,17,42.1,Network,7.7,65,14,19,0,No,0.1,Annual,12.0,41021.0,33,Budget,No
CUST-109202,Ada Adebayo,Female,20,Ebonyi,2018-11-26,Divorced,Student,119347.5,Legacy,Fiber,33.8,457,86,26.1,No,None,3341.0,7035.0,Auto Debit,Overdue,4,No,1,29.5,Billing,7.0,-74,29,13,0,No,0.14,Monthly,78.0,23658.0,16,Student,No
CUST-105955,Musa Fashola,Male,47,Gombe,2018-01-08,Single,Contract,119347.5,Business,Dsl,93.3,1039,254,41.7,No,None,12346.0,13898.0,Auto Debit,Partial,15,No,17,28.3,Customer Service,5.2,9,39,6,1,Yes,0.557,Annual,89.0,232924.0,35,Sme,No
CUST-109023,Hauwa Agwu,Male,58,Oyo,2016-07-14,Divorced,Unknown,258047.0,Business,Dsl,153.5,942,310,91.4,No,None,12734.0,2569.0,Card,Failed,0,No,21,36.4,Slow Internet,4.0,6,3,5,1,No,0.51,Monthly,107.0,312915.0,34,High Value,No
CUST-105199,Fatima Oluwole,Male,24,Ogun,2021-09-13,Single,Unknown,119347.5,Premium,5G,190.6,263,427,52.3,No,None,11089.0,14193.0,Mobile Money,Paid,8,No,6,34.4,Device,7.0,10,32,18,0,No,0.2,Annual,45.0,101068.0,3,High Value,No
CUST-104165,Dipo Fagbohun,Male,66,Cross River,2021-03-10,Married,Retired,138699.0,Basic,Satellite,42.1,523,3,10.8,No,"Cloud, Gaming, Sports",3285.0,3757.0,Mobile Money,Overdue,12,Yes,13,22.9,Coverage,3.7,50,26,16,0,No,0.28,Annual,51.0,13066.0,38,Sme,No
CUST-105262,Grace Onwudiwe,Unknown,62,Rivers,2015-11-11,Single,Self-Employed,302275.0,Premium,No Internet,121.4,946,257,44.0,No,None,8749.0,19881.0,Cash,Partial,13,No,8,44.4,Other,8.1,-9,18,23,0,No,0.91,Monthly,115.0,219626.0,23,Corporate,No
CUST-108082,Wale Okafor,Male,66,Borno,2024-08-31,Single,Unknown,119347.5,Premium,5G,220.7,692,304,41.7,No,"Cloud, Gaming, Music",10215.0,3002.0,Card,Failed,4,No,8,32.1,Other,8.1,-80,11,18,0,Yes,0.8640000000000001,Two-Year,9.0,41021.0,18,High Value,Yes
CUST-100152,Aliyu Onyeka,Male,59,Ondo,2018-01-07,Widowed,Employed,149832.0,Basic,4G,102.1,750,312,25.6,No,Yes,2446.0,4218.0,Ussd,Late,1,No,24,24.2,Coverage,7.0,35,40,13,2,Yes,0.35,Two-Year,89.0,20836.0,15,New,No
CUST-102466,Miiamm Oluwole,Male,72,Benue,2019-02-13,Unknown,Retired,119347.5,Enterprise,Fiber,190.4,723,80,187.1,No,None,28077.0,3757.0,Ussd,Overdue,13,No,19,28.0,Customer Service,8.0,30,26,10,1,No,0.08,Monthly,76.0,952119.0,18,High Value,No
CUST-107273,Dipo Onwudiiwe,Unknown,54,Bayelsa,,Married,Freelancer,229876.0,Premium,Dsl,191.7,925,207,134.7,Yes,Yes,11019.0,3757.0,Ussd,Overdue,11,Yes,17,35.7,Unknown,7.0,-35,2,18,1,No,0.745,Two-Year,4.0,8143.0,30,Corporate,No
CUST-101014,Olu Okoro,Male,53,Ebonyi,2024-11-18,Divorced,Unknown,152721.0,Basic,Dsl,62.1,386,269,48.3,No,"Gaming, Music, Sports",2510.0,3101.0,Ussd,Paid,10,Yes,16,0.5,Billing,9.1,-22,4,22,0,No,0.88,Monthly,6.0,1706.0,21,Budget,No
CUST-101124,Chinedu Adesanya,Female,34,Akwa Ibom,2019-02-19,Widowed,Intern,25118.0,Premium,4G,183.6,551,0,91.2,Yes,None,9259.0,293.0,Auto Debit,Partial,13,No,12,0.5,Other,7.2,-19,53,19,0,No,0.55,Monthly,75.0,143859.0,26,Loyal,No
CUST-107369,Seyi Olawale,Unknown,72,Rivers,2023-09-10,Divorced,Self-Employed,488782.0,Premium,Satellite,185.9,804,448,92.6,No,Yes,9805.0,16224.0,Bank Transfer,Late,13,No,16,31.4,Other,9.4,33,11,12,1,No,0.349,Monthly,21.0,49421.0,32,Corporate,Yes
CUST-102828,Bilkisu Odafe,Female,75,Ebonyi,2018-09-23,Widowed,Freelancer,278046.0,Standard,4G,136.0,1174,8,35.8,No,None,5249.0,2709.0,Auto Debit,Partial,0,Yes,14,51.6,Slow Internet,7.4,74,34,16,0,No,0.71,Monthly,80.0,113511.0,12,Sme,No
CUST-107789,Daniel Fagbohun,Unknown,39,Zamfara,2016-09-06,Married,Retired,110962.0,Standard,5G,105.5,417,55,40.8,No,None,3962.0,3757.0,Ussd,Overdue,12,Yes,9,13.5,Customer Service,3.3,12,31,22,3,No,0.61,Two-Year,105.0,51718.0,12,Budget,Yes
CUST-109822,Temi Afolabi,Unknown,58,Borno,2015-01-22,Single,Unemployed,11582.0,Premium,4G,96.6,1424,260,91.7,No,"Cloud, Music",9424.0,3757.0,Mobile Money,Pending,7,Yes,6,16.1,Unknown,7.0,44,35,22,0,No,0.44,Monthly,124.0,205411.0,34,Loyal,No
CUST-105073,Hadiza Akinwale,Unknown,75,Abuja,2015-07-27,Married,Contract,138522.0,Unlimited,Fiber,198.1,560,188,106.7,No,"Family Pack, Sports",6189.0,261696.0,Cash,Pending,14,No,8,30.6,Customer Service,4.6,-11,21,25,2,No,0.07,Monthly,118.0,124751.0,34,Family,No
CUST-100255,Obinna Okafor,Male,56,Abuja,,Divorced,Contract,87585.0,Basic,Satellite,112.9,1096,227,48.4,No,Gaming,5228.0,3094.0,Mobile Money,Partial,1,Yes,13,25.7,Coverage,9.7,47,9,17,0,No,0.64,Two-Year,53.0,15208.0,28,At Risk,No
CUST-105200,Nkechi Babatunde,Male,68,Adamawa,2017-05-20,Married,Freelancer,119347.5,Basic,Dsl,3.1,657,315,30.6,No,None,5228.0,2692.0,Bank Transfer,Late,0,No,2,9.8,Billing,4.7,70,10,20,1,Yes,0.35,Monthly,96.0,20160.0,30,Student,No
CUST-108808,Babs Abubakar,Unknown,65,Nasarawa,2018-04-06,Divorced,Unknown,226266.0,Basic,No Internet,44.6,1265,146,2.0,No,"Cloud, Family Pack",2530.0,8793.0,Auto Debit,Failed,8,No,1,35.5,Sim,6.1,30,21,22,0,No,0.45,Annual,86.0,15081.0,35,New,No
CUST-102785,Chioma Okafor,Unknown,18,Plateau,2024-11-10,Divorced,Contract,225161.0,Premium,Dsl,58.5,280,34,100.4,No,Yes,8830.0,4490.0,Mobile Money,Pending,11,No,9,18.7,Device,7.2,-36,39,6,0,No,0.8759999999999999,Monthly,7.0,13184.0,34,High Value,Yes
CUST-101709,Ego Usman,Male,60,Ondo,2024-11-20,Single,Freelancer,169238.0,Basic,Dsl,25.7,922,147,102.7,No,None,2574.0,4621.0,Ussd,Paid,7,Yes,5,37.7,Other,6.8,39,26,11,3,Yes,0.16899999999999998,Two-Year,6.0,1451.0,1,Family,No
CUST-100010,Michael Babangida,Female,48,Kogi,2022-07-07,Widowed,Freelancer,338409.0,Business,No Internet,173.2,670,211,38.4,No,Yes,14637.0,4972.0,Card,Partial,3,Yes,3,2.2,Customer Service,6.3,1,31,11,2,Yes,0.3,Legacy,35.0,126800.0,8,Sme,No
CUST-101182,Emmanuel Adekoya,Female,67,Ebonyi,2023-02-09,Married,Self-Employed,161597.0,Standard,Dsl,90.3,504,113,97.9,No,None,5228.0,3757.0,Cash,Overdue,6,No,12,47.8,Slow Internet,8.3,-64,7,15,1,No,0.58,Two-Year,28.0,41021.0,21,New,No
CUST-109516,A. Ogunleye,Unknown,31,Kebbi,2017-03-03,Widowed,Unemployed,7529.0,Standard,Fiber,85.2,296,342,107.6,Yes,None,4200.0,14143.0,Auto Debit,Pending,15,Yes,4,44.1,Slow Internet,8.4,-4,26,21,0,No,0.45,Annual,99.0,41021.0,19,At Risk,Yes
CUST-100787,Michael Adeeniyi,Female,47,Kogi,2022-02-04,Divorced,Self-Employed,133734.0,Enterprise,Fiber,296.4,943,441,92.7,Yes,None,22842.0,10846.0,Bank Transfer,Paid,9,Yes,3,5.2,Slow Internet,6.4,-22,26,12,0,No,0.85,Monthly,40.0,352437.0,0,High Value,No
CUST-100292,Kemi Adebayo,Unknown,70,Lagos,2016-03-19,Divorced,Student,23197.0,Standard,4G,191.6,780,253,0.0,No,"Music, Sports",5887.0,280544.0,Mobile Money,Paid,1,No,19,15.8,Sim,10.0,39,25,0,2,No,0.93,Annual,110.0,75908.0,27,Sme,No
CUST-104153,Obinna Nwosi,Female,43,Zamfara,2024-11-24,Divorced,Intern,76828.0,Premium,5G,69.0,312,240,80.4,No,None,8891.0,4695.0,Bank Transfer,Pending,5,Yes,10,34.9,Device,5.2,2,26,23,0,No,0.894,Two-Year,6.0,41021.0,0,Loyal,Yes
CUST-104311,Nana Adamu,Male,39,Plateau,2015-07-31,Divorced,Retired,56357.0,Legacy,No Internet,96.4,1000,240,61.0,Yes,None,3058.0,5407.0,Auto Debit,Paid,12,Yes,2,0.5,Unknown,3.0,-27,23,22,2,No,0.6,Two-Year,118.0,42248.0,32,Family,No
CUST-108800,Chidinma Nwafor,Male,26,Katsina,2020-05-15,Single,Intern,36372.0,Standard,Fiber,95.8,681,23,44.6,No,None,4351.0,331.0,Cash,Failed,4,Yes,25,46.3,Customer Service,9.2,-11,23,13,0,No,0.52,Annual,61.0,31403.0,31,Loyal,No
CUST-106149,Obi Akintundee,Female,23,Jigawa,2018-02-12,Divorced,Retired,113819.0,Basic,Dsl,6.2,1929,258,0.0,Yes,"Family Pack, Music, Sports",2718.0,1862.0,Mobile Money,Late,5,Yes,4,0.5,Billing,9.1,-26,18,7,1,No,0.84,Monthly,88.0,20441.0,37,New,No
CUST-106449,Safiya Oyelaran,Unknown,60,Anambra,2023-11-02,Married,Intern,119347.5,Premium,Satellite,118.3,1025,214,91.4,No,"Cloud, Family Pack",9462.0,3757.0,Mobile Money,Paid,13,Yes,6,58.4,Network,8.9,-1,15,3,2,No,0.498,Legacy,19.0,41021.0,8,Loyal,Yes
CUST-102140,Chinedu Agwu,Unknown,30,Nasarawa,2020-07-23,Divorced,Contract,213814.0,Basic,4G,45.8,1028,11,0.0,Yes,"Cloud, Family Pack, Music",2196.0,1697.0,Ussd,Failed,14,No,13,17.1,Billing,3.3,54,25,18,0,No,0.63,Monthly,58.0,10654.0,39,Sme,No
CUST-102623,Funke Akinwale,Female,57,Kano,2019-01-26,Divorced,Contract,312174.0,Premium,Fiber,97.3,1237,101,31.8,No,None,9709.0,11214.0,Card,Pending,1,Yes,20,7.9,Slow Internet,6.9,49,3,16,1,No,0.44,Two-Year,76.0,162232.0,9,Loyal,No
CUST-101069,Miriam Nzechukwu,Male,59,Plateau,2020-01-10,Married,Intern,119347.5,Basic,Fiber,36.8,858,33,21.3,No,None,2388.0,1439.0,Auto Debit,Late,13,Yes,9,0.5,Customer Service,5.4,-11,13,12,0,No,0.3,Monthly,65.0,1121.0,21,At Risk,No
CUST-102921,Nana Agwu,Male,63,Rivers,2024-04-20,Married,Unemployed,10982.0,Standard,4G,56.5,1007,371,84.8,Yes,None,4710.0,248255.0,Auto Debit,Pending,2,No,22,14.2,Customer Service,4.8,30,21,21,3,Yes,0.344,Two-Year,13.0,9266.0,16,Loyal,No
CUST-105772,Bola Uchechukwu,Male,47,Bayelsa,2024-02-08,Married,Freelancer,322445.0,Basic,No Internet,53.4,1022,187,63.3,No,None,2460.0,263.0,Bank Transfer,Pending,7,Yes,16,27.6,Billing,6.1,82,0,20,2,Yes,0.18,Monthly,16.0,41021.0,43,At Risk,Yes
CUST-103729,Favourr Olawale,Male,24,Borno,,Divorced,Self-Employed,141171.0,Premium,Fiber,205.8,99,0,66.7,No,None,10373.0,4076.0,Ussd,Paid,6,Yes,0,0.0,Other,7.0,1,17,24,1,No,0.498,Monthly,82.0,200080.0,19,High Value,No
CUST-106366,Mariam Lawal,Unknown,51,Jigawa,2022-12-26,Single,Unemployed,15243.0,Standard,No Internet,0.0,75,201,31.1,No,Gaming,4566.0,927.0,Card,Paid,3,No,10,9.4,Slow Internet,5.7,12,22,8,1,Yes,0.47,Monthly,29.0,17196.0,32,At Risk,Yes
CUST-102775,Nze Echefu,Female,20,Delta,,Single,Freelancer,132505.0,Standard,Dsl,96.6,594,144,65.1,No,Family Pack,5674.0,533.0,Cash,Failed,5,Yes,18,18.8,Network,7.0,-78,26,12,3,No,0.833,Two-Year,80.0,57120.0,18,Family,No
CUST-100470,Ngozi Adewale,Male,72,Akwa Ibom,2024-01-29,Widowed,Self-Employed,119347.5,Basic,4G,74.4,1174,283,0.0,No,Yes,5228.0,260376.0,Card,Partial,5,Yes,7,34.7,Sim,5.7,48,4,16,0,No,0.498,Annual,16.0,3062.0,29,New,No
CUST-106614,David Oluwaseun,Unknown,41,Bayelsa,2022-01-06,Widowed,Employed,229502.0,Standard,5G,99.2,1449,0,45.3,No,"Cloud, Sports",4984.0,495.0,Bank Transfer,Overdue,9,Yes,16,24.4,Sim,8.0,11,28,18,0,No,0.21,Monthly,41.0,29892.0,20,Student,No
CUST-106354,Aliyu Adeniyi,Female,61,Niger,2021-07-03,Married,Freelancer,119347.5,Basic,No Internet,75.9,129,304,44.9,No,Yes,3054.0,1529.0,Mobile Money,Pending,7,No,18,24.5,Sim,7.2,51,31,17,0,No,0.23,Annual,47.0,12481.0,24,At Risk,No
CUST-101788,Chukwuemeka Nwobi,Unknown,55,Abuja,2023-07-26,Married,Self-Employed,153900.0,Business,Dsl,113.9,1212,0,62.5,No,None,5228.0,3072.0,Ussd,Late,3,Yes,9,16.4,Customer Service,8.5,75,4,25,3,Yes,0.557,Two-Year,22.0,67190.0,22,Corporate,No
CUST-107981,Layo Oluwole,Unknown,44,Taraba,2018-03-29,Married,Unknown,119347.5,Basic,No Internet,0.0,784,341,15.1,Yes,None,2595.0,1920.0,Mobile Money,Partial,14,No,7,2.8,Other,5.8,19,25,9,0,No,0.413,Monthly,86.0,19324.0,34,Loyal,No
CUST-103793,Amaka Ibrahim,Unknown,61,Borno,,Divorced,Student,63947.0,Standard,No Internet,152.7,496,122,25.0,No,None,5186.0,3757.0,Auto Debit,Failed,13,Yes,13,40.6,Coverage,6.6,18,23,27,0,No,0.1,Monthly,3.0,2196.0,19,Sme,No
CUST-103162,Toyin Nwachuku,Female,66,Enugu,2023-09-21,Married,Freelancer,429464.0,Standard,No Internet,23.9,933,109,40.6,No,"Cloud, Gaming, Music",5123.0,626.0,Bank Transfer,Paid,8,No,10,0.5,Other,6.7,-49,15,9,0,Yes,0.49,Annual,20.0,10521.0,20,At Risk,Yes
CUST-104777,Ahmad Chukwudi,Unknown,68,Kaduna,2015-02-24,Divorced,Unknown,31689.0,Basic,No Internet,136.1,1006,139,9.0,No,Yes,2452.0,2316.0,Cash,Failed,0,Yes,6,1.3,Customer Service,4.4,78,11,8,1,No,0.294,Monthly,123.0,28507.0,19,Loyal,No
CUST-100514,Tosin Akinyemi,Female,27,Benue,2015-02-28,Single,Student,21984.0,Standard,Satellite,53.1,530,387,48.4,Yes,Yes,6244.0,1904.0,Card,Late,5,Yes,9,26.3,Sim,7.0,-18,24,11,1,No,0.498,Monthly,123.0,92653.0,31,Budget,No
CUST-109826,Chidinma Lawal,Male,62,Borno,2018-01-08,Married,Freelancer,468613.0,Basic,No Internet,49.6,0,281,68.8,No,Music,2167.0,2557.0,Cash,Failed,9,No,5,33.0,Device,7.4,49,39,31,1,No,0.65,Annual,89.0,14762.0,26,Loyal,No
CUST-104617,Joy Adegoke,Male,36,Kebbi,2021-06-27,Married,Contract,234673.0,Basic,5G,27.1,0,426,46.9,No,Family Pack,2617.0,4951.0,Mobile Money,Pending,1,Yes,5,52.5,Coverage,8.2,36,23,14,0,No,0.49,Annual,47.0,12061.0,0,Premium,No
CUST-101081,Babs Olubunmi,Female,62,Ondo,2018-11-22,Divorced,Unknown,149781.0,Standard,Satellite,26.8,663,164,51.0,No,None,5574.0,2117.0,Ussd,Partial,15,Yes,17,44.9,Device,5.2,66,21,26,0,No,0.34,Monthly,78.0,60497.0,38,Family,No
CUST-101544,Ngozi Nwafor,Unknown,20,Benue,2024-12-25,Single,Employed,157397.0,Business,Fiber,110.4,1013,556,43.6,No,Yes,12646.0,19125.0,Card,Late,5,No,23,39.7,Device,5.5,47,15,18,3,No,0.39,Two-Year,5.0,22163.0,18,Budget,Yes
CUST-102646,J. Ibrahim,Unknown,66,Abuja,2022-04-26,Divorced,Employed,146723.0,Premium,Fiber,170.1,1682,175,110.6,No,Family Pack,10176.0,2163.0,Mobile Money,Pending,5,Yes,22,15.7,Other,4.0,23,25,22,0,No,0.18,Monthly,37.0,86743.0,23,High Value,No
CUST-102117,Ikenna Uchenna,Unknown,50,Akwa Ibom,2022-02-18,Divorced,Retired,95718.0,Standard,No Internet,103.8,1068,149,56.6,No,"Gaming, Music, Sports",5244.0,15328.0,Bank Transfer,Late,5,Yes,21,13.0,Other,7.6,100,4,12,0,No,0.2,Two-Year,39.0,41021.0,43,Budget,Yes
CUST-105090,Amaka Oeh,Male,72,Plateau,2021-05-05,Married,Employed,245739.0,Standard,Satellite,167.4,1456,651,0.0,No,None,4629.0,323.0,Mobile Money,Partial,13,Yes,9,44.3,Coverage,4.6,60,4,15,0,No,0.07,Annual,49.0,26546.0,17,New,No
CUST-104998,Hadiza Oyelade,Female,51,Kwara,2021-07-11,Single,Self-Employed,391121.0,Basic,Fiber,0.0,1134,236,0.0,Yes,None,2845.0,764.0,Bank Transfer,Late,0,Yes,4,53.5,Sim,7.5,68,34,15,0,No,0.62,Annual,47.0,10444.0,39,Sme,No
CUST-100087,B. Ogunleye,Male,63,Gombe,2019-09-14,Divorced,Contract,64143.0,Enterprise,Satellite,155.4,294,230,70.1,No,"Cloud, Family Pack, Gaming",20360.0,11051.0,Cash,Failed,1,Yes,8,55.2,Customer Service,6.7,-6,9,28,0,No,0.36,Monthly,69.0,582611.0,18,High Value,Yes
CUST-107585,Ahmad Babangida,Female,63,Abuja,2021-11-03,Married,Unemployed,5783.0,Enterprise,4G,265.0,869,111,64.2,No,"Family Pack, Music",33812.0,3757.0,Ussd,Partial,10,Yes,9,0.5,Slow Internet,3.4,-65,43,7,1,No,0.33799999999999997,Annual,43.0,691693.0,14,Loyal,No
CUST-103647,Bello Ihejirika,Male,46,Lagos,2021-08-19,Widowed,Unemployed,27904.0,Basic,5G,25.8,952,189,1.2,No,"Cloud, Gaming, Music",2109.0,1219.0,Bank Transfer,Paid,2,No,12,29.6,Device,7.0,55,40,20,0,No,0.64,Annual,45.0,7368.0,25,Sme,No
CUST-103499,Kemi Adeniyi,Male,57,Akwa Ibom,2020-01-01,Single,Self-Employed,9343500.0,Basic,4G,112.0,361,159,15.3,Yes,Yes,2741.0,4300.0,Bank Transfer,Overdue,1,Yes,18,22.3,Billing,7.1,41,0,10,0,Yes,0.13,Annual,65.0,14934.0,31,Loyal,No
CUST-106066,Kunle Ajiboye,Male,25,Kwara,2016-12-26,Married,Employed,390129.0,Premium,No Internet,224.9,834,290,86.3,No,Yes,5228.0,10526.0,Mobile Money,Late,13,Yes,6,61.0,Billing,8.8,-32,14,19,0,No,0.16,Two-Year,101.0,276686.0,16,Corporate,No
CUST-109835,Adaobi Nwafor,Unknown,22,Kaduna,2016-05-04,Married,Contract,119347.5,Unlimited,5G,170.5,139,370,102.6,No,Yes,8194.0,4564.0,Auto Debit,Paid,10,Yes,25,40.9,Network,10.0,51,20,23,0,Yes,0.498,Monthly,109.0,153609.0,21,At Risk,Yes
CUST-106030,Kunle Onwudiwe,Unknown,42,Abuja,2017-10-23,Single,Student,71695.0,Premium,No Internet,81.1,1693,544,69.2,No,None,5228.0,5270.0,Auto Debit,Pending,9,No,10,57.8,Other,7.0,2,16,21,0,No,0.813,Annual,91.0,258607.0,21,Corporate,No
CUST-100623,Mercy Oladipo,Female,55,Abuja,2017-07-13,Widowed,Retired,40576.0,Standard,5G,0.0,531,22,0.0,No,"Cloud, Family Pack",5405.0,3481.0,Cash,Pending,7,Yes,2,18.9,Other,3.3,100,14,36,0,No,0.498,Monthly,95.0,58186.0,37,High Value,No
CUST-108162,Aliyu Agwu,Male,62,Nasarawa,2015-07-20,Widowed,Employed,374305.0,Standard,4G,47.7,709,324,30.3,No,None,4109.0,3757.0,Mobile Money,Late,9,No,6,47.8,Slow Internet,6.7,37,20,16,1,Yes,0.78,Annual,118.0,56720.0,15,At Risk,No
CUST-105935,Onyekachi Nwagbara,Male,18,Imo,2016-10-29,Married,Student,65555.0,Business,Satellite,97.1,780,184,73.5,No,Family Pack,20310.0,3633.0,Mobile Money,Pending,1,Yes,9,1.8,Slow Internet,6.2,62,6,23,2,No,0.1,Annual,103.0,573112.0,19,Corporate,No
CUST-106189,Hadiza Akintunde,Unknown,63,Ogun,2019-01-11,Divorced,Student,119347.5,Business,5G,194.9,506,110,78.5,Yes,None,5228.0,8930.0,Auto Debit,Paid,15,Yes,8,42.9,Other,9.3,-7,14,0,0,No,0.925,Monthly,77.0,237455.0,12,High Value,No
CUST-103873,Yusuf Babangida,Unknown,62,Nasarawa,2018-07-25,Married,Unknown,119347.5,Premium,No Internet,295.1,1095,0,68.0,No,Music,0.0,1869.0,Cash,Late,9,Yes,9,0.0,Network,7.5,7,24,19,0,No,0.24,Annual,82.0,0.0,18,Loyal,Yes
CUST-106359,Yemi Olubunmi,Unknown,18,Taraba,2024-12-12,Widowed,Contract,153769.0,Premium,Dsl,170.7,1046,276,88.2,No,Yes,8648.0,3757.0,Auto Debit,Failed,4,Yes,1,27.3,Billing,6.0,36,14,23,1,No,0.35,Two-Year,6.0,5396.0,28,Premium,Yes
CUST-104618,Peace Nnaji,Male,67,Ebonyi,2020-02-29,Divorced,Intern,51933.0,Premium,Fiber,197.6,0,180,65.7,Yes,Yes,12289.0,793.0,Mobile Money,Overdue,0,Yes,18,16.0,Device,8.1,10,0,20,3,No,0.21100000000000002,Annual,63.0,166282.0,5,Premium,No
CUST-102288,Obiageli Okafor,Female,44,Kano,2017-03-27,Single,Employed,252805.0,Premium,5G,180.2,543,99,90.3,No,"Family Pack, Gaming, Music",9142.0,5273.0,Ussd,Pending,7,Yes,4,29.5,Network,5.3,28,23,31,2,Yes,0.273,Annual,98.0,378770.0,16,Loyal,No
CUST-107111,Bukola Okafor,Male,72,Akwa Ibom,2019-09-09,Divorced,Freelancer,286699.0,Unlimited,No Internet,229.7,1446,212,145.5,No,"Family Pack, Music",6368.0,9273.0,Cash,Late,9,Yes,14,0.5,Device,5.4,-36,23,21,0,Yes,0.748,Annual,69.0,72289.0,27,Family,No
CUST-105826,Michael Adegoke,Unknown,30,Kaduna,2023-07-05,Single,Employed,225282.0,Premium,No Internet,229.4,1008,228,25.5,No,Music,10917.0,107682.0,Auto Debit,Pending,6,Yes,12,9.2,Sim,6.4,6,18,14,0,Yes,0.598,Monthly,23.0,198614.0,27,Premium,No
CUST-101286,Chizaram Nwobi,Female,63,Nasarawa,2020-06-09,Married,Intern,63065.0,Standard,5G,97.3,768,206,20.7,Yes,"Family Pack, Sports",5228.0,28213.0,Mobile Money,Failed,3,Yes,23,0.5,Device,5.4,-3,7,8,0,No,0.65,Annual,60.0,30342.0,26,Corporate,No
CUST-103426,Wale Ajiboye,Male,31,Ogun,2023-08-17,Married,Contract,119347.5,Standard,No Internet,0.0,8,125,35.9,No,Yes,5399.0,2785.0,Ussd,Overdue,7,Yes,16,32.2,Network,7.3,40,30,15,2,No,0.67,Annual,21.0,16893.0,24,Budget,Yes
CUST-109432,Amaka Oluwole,Unknown,19,Ekiti,2024-10-06,Married,Unemployed,13182.0,Standard,No Internet,93.8,369,0,39.8,No,Yes,5228.0,2200.0,Bank Transfer,Failed,5,No,15,10.9,Billing,9.7,18,15,14,1,No,0.75,Annual,8.0,4999.0,8,Budget,Yes
CUST-108274,Ahmad Agw,Unknown,23,Kogi,2024-07-05,Widowed,Employed,377072.0,Basic,Dsl,144.6,671,0,10.1,No,"Cloud, Family Pack",5228.0,848.0,Mobile Money,Pending,14,Yes,15,25.2,Customer Service,5.6,-37,15,14,1,No,0.08,Monthly,11.0,2102.0,47,Student,No
CUST-108376,Nze Nwobi,Female,36,Rivers,2021-05-12,Divorced,Student,74667.0,Basic,4G,3.1,1314,111,0.0,No,None,2247.0,706.0,Ussd,Paid,14,No,10,17.8,Device,4.4,17,17,34,1,No,0.5,Legacy,49.0,41021.0,40,At Risk,Yes
CUST-104403,Bello Oyede,Female,68,Akwa Ibom,2022-03-05,Married,Student,119347.5,Enterprise,Satellite,96.6,807,146,128.3,No,"Cloud, Music, Sports",26082.0,6510.0,Card,Pending,9,Yes,20,49.3,Network,5.8,51,5,15,0,No,0.11,Annual,39.0,369645.0,8,Premium,No
CUST-107284,Chidi Lawal,Female,62,Ogun,2015-10-05,Married,Retired,33840.0,Standard,5G,32.7,780,40,81.0,No,None,5228.0,1844.0,Cash,Paid,13,No,7,0.5,Slow Internet,6.8,45,22,24,0,No,0.341,Annual,116.0,46240.0,8,Budget,Yes
CUST-103434,Victor Adesola,Male,37,Bayelsa,2017-01-16,Single,Self-Employed,160380.0,Business,Fiber,195.3,934,179,59.1,Yes,Yes,10124.0,3559.0,Cash,Overdue,13,Yes,18,20.7,Customer Service,6.1,11,17,18,1,No,0.53,Monthly,100.0,268064.0,43,Budget,Yes
CUST-102343,Chi Nwosu,Female,58,Ondo,2015-09-09,Married,Employed,109490.0,Standard,No Internet,83.9,529,0,85.8,No,"Gaming, Sports",5517.0,574.0,Cash,Paid,5,No,17,12.5,Other,3.5,14,26,5,2,No,0.15,Annual,117.0,76686.0,23,Budget,Yes
